,Systemnummer,MMS-ID,Volltext,Barcode,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Verlagsort normiert ; GND-ID,Druckort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker normiert ; GND-ID,Erscheinungsjahr,Erscheinungsjahr Sortierform,Kollation,Illustrationen,Anzahl Illustrationen,Anzahl Karten,Format,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Anm. zu Kollation,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Inhalt,Werke in Relation,Schlagworte,Marker,Zusammenstellung,Signatur,Standort,VD17
AC12107970,AC12107970,990046513030603338,http://data.onb.ac.at/ABO/%2BZ198078206,Z198078206,"Richardson, Robert ; http://d-nb.info/gnd/1020825243","Travels Along The Mediterranean, And Parts Adjacent; In Company With The Earl Of Belmore During The Years 1816-1818: Extending As Far As The Second Cataract Of The Nile, Jerusalem, Damascus, Balbec (etc.)",,"Travels Along The Mediterranean, And Parts Adjacent; In Company With The Earl Of Belmore During The Years 1816-1818: Extending As Far As The Second Cataract Of The Nile, Jerusalem, Damascus, Balbec (etc.)",1,,London,,,Cadell,,,1822,1822,,,,,,"Bibliografischer Nachweis: Weber, Voyages and TRavels (1952), 118",,,,eng,,,,,,,,,,,,,,,"Belmore, ... of ; Reise ; Mittelmeerraum ; Süden ; Reise",TravelogueE19 Europa Asien Afrika $ TravelogueE19 Orient,,BE.6.Q.55.(Vol.1) PRUNK,ZALT,
AC12107982,AC12107982,990046513060603338,http://data.onb.ac.at/ABO/%2BZ198078309,Z198078309,"Richardson, Robert ; http://d-nb.info/gnd/1020825243","Travels Along The Mediterranean, And Parts Adjacent; In Company With The Earl Of Belmore During The Years 1816-1818: Extending As Far As The Second Cataract Of The Nile, Jerusalem, Damascus, Balbec (etc.)",,"Travels Along The Mediterranean, And Parts Adjacent; In Company With The Earl Of Belmore During The Years 1816-1818: Extending As Far As The Second Cataract Of The Nile, Jerusalem, Damascus, Balbec (etc.)",2,,London,,,Cadell,,,1822,1822,,,,,,"Bibliografischer Nachweis: Weber, Voyages and TRavels (1952), 118",,,,eng,,,,,,,,,,,,,,,"Belmore, ... of ; Reise ; Mittelmeerraum ; Süden ; Reise",TravelogueE19 Europa Asien Afrika $ TravelogueE19 Orient,,BE.6.Q.55.(Vol.2) PRUNK,ZALT,
AC09745175,AC09745175,990028988760603338,http://data.onb.ac.at/ABO/%2BZ171819109,Z171819109,"Buckingham, James-Silk",,,Travels among the arab tribes inhabiting the countries East of Syria and Palestine (etc.),,,London,,,Longmann,,,1825,1825,,,,,,,,,,eng,,,,,,,,,,,,,,,Forschungsreise ; Syrien ; Osten,,,31.Q.6 PRUNK,ZALT,
AC11151571,AC11151571,990048374220603338,http://data.onb.ac.at/ABO/%2BZ221141607,Z221141607,"Ainsworth, William Francis ; http://d-nb.info/gnd/116257547","Travels and researches in Asia minor, Mesopotamia, Chaldea, and Armenia",,"Travels and researches in Asia minor, Mesopotamia, Chaldea, and Armenia $ by William Francis Ainsworth",1,,London,,,John. W. Parker,,,1842,1842,"XI, 364 S.","Ill., Kt.",,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 333",,,,eng,,,,,,,,,,,,,,,Naher Osten ; Forschungsreise ; Geschichte 1838 ; Osmanisches Reich ; Reisebericht 1838,TravelogueE19 Asien $ TravelogueE19 Orient,,21.H.9.(Vol.1) PRUNK,ZALT,
AC11151591,AC11151591,990048374230603338,http://data.onb.ac.at/ABO/%2BZ22114170X,Z22114170X,"Ainsworth, William Francis ; http://d-nb.info/gnd/116257547","Travels and researches in Asia minor, Mesopotamia, Chaldea, and Armenia",,"Travels and researches in Asia minor, Mesopotamia, Chaldea, and Armenia $ by William Francis Ainsworth",2,,London,,,John. W. Parker,,,1842,1842,"XI, 399 S.","Ill., Kt.",,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 333",,,,eng,,,,,,,,,,,,,,,Naher Osten ; Forschungsreise ; Geschichte 1838 ; Osmanisches Reich ; Reisebericht 1838,TravelogueE19 Asien $ TravelogueE19 Orient,,21.H.9.(Vol.2) PRUNK,ZALT,
AC09650873,AC09650873,990028023830603338,http://data.onb.ac.at/ABO/%2BZ183929800,Z183929800,"Alexander, James Edward ; http://d-nb.info/gnd/117252115",,,"Travels from India to England $ comprehending a visit to the Burman empire, and a journey through Persia, Asia minor, European Turkey etc. in the years 1825 - 1826",,,London,,,Parbury,,,1827,1827,,,,,,,,,,eng,,,,,,,,,,,,,,,Asien ; Süden ; Reise ; Reise ; Türkei,,,180787-C MAG,ZALT,
AC14485155,AC14485155,990057672750603338,http://data.onb.ac.at/ABO/%2BZ255402100,Z255402100,"Wellsted, James R. ; http://d-nb.info/gnd/100684696",Travels in Arabia,,Travels in Arabia $ in two volumes,2,,London,,,Murray,,,1838,1838,,,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 289",,,,eng,,,,,,,,,,,,,,,Arabien ; Reise,TravelogueE19 Asien $ TravelogueE19 Orient,,105380-B.2 MAG,ZKAR,
AC10182172,AC10182172,990033454540603338,http://data.onb.ac.at/ABO/%2BZ25738910X,Z25738910X,"Parsons, Abraham ; http://d-nb.info/gnd/1031484639",,,"Travels in Asia and Africa $ including a journey from Sanderoon to Aleppo, and over the Desert to Bagdad and Bossora, a voyage from Bussora to Bombay ...",,,London,,,"Longman, Hurst, Rees, and Orme",,,1808,1808,"VI, 346 S.",,,,,,,,,eng,,,,,,,,,,,,,,,Afrika ; Forschungsreise ; Asien ; Forschungsreise,,,502117-C MAG,ZKAR,
AC09745176,AC09745176,990028988770603338,http://data.onb.ac.at/ABO/%2BZ183931508,Z183931508,"Buckingham, James Silk ; http://d-nb.info/gnd/116828234",,,"Travels in Assyria, Media, and Persia, including a journey from Bagdad by Mount Zagros, to Hamadan, the ancient Ecbatana, researches in Ispahan and the ruins of Persepolis, and journey from thence by Shiraz and Shapoor to the sea-shore ; Description of Bussorah, Bushire, Bahrein, Ormuz, and Muscat, narrative of an expedition against the pirates of the Persian Gulf, with Illustrations of the voyage of Nearchus, and passage by the Arabian Sea to Bombay",,,London,,,Colburn,,,1829,1829,,,,,,,,,,eng,,,,,,,,,,,,,,,Forschungsreise ; Mesopotamien ; Norden ; Forschungsreise ; Iran,,,180798-C MAG,ZALT,
AC10123582,AC10123582,990032856370603338,http://data.onb.ac.at/ABO/%2BZ220190106,Z220190106,"Mignan, Robert",,,"Travels in Chaldaea, including a journey from Bussorah to Bagdad, Hillah and Babylon, performed on foot in 1827 (etc.)",,,London,,,Colburn,,,1829,1829,,,,,,,,,,eng,,,,,,,,,,,,,,,Chaldäa ; Reise,,,BE.12.G.40 PRUNK,ZALT,
AC12397398,AC12397398,990047570410603338,http://data.onb.ac.at/ABO/%2BZ206322902,Z206322902,"Spencer, Edmund ; http://d-nb.info/gnd/10241758X","Travels in Circassia, Krim Tartary, &c. ; including a steam voyage down the Danube, from Vienna to Constantinople and round the Black Sea, in 1836",,"Travels in Circassia, Krim Tartary, &c. ; including a steam voyage down the Danube, from Vienna to Constantinople and round the Black Sea, in 1836",1,,London,,,Colburn,,,1838,1838,"XXXVII S., [1] gef. Bl., 355 S.",Kt.,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952)",,,,eng,,,,,,,,,,,,,,,Reise ; Schwarzmeer-Gebiet,TravelogueE19 Europa Asien $ TravelogueE19 Orient,,179329-B.1 MAG,ZALT,
AC12397406,AC12397406,990047570440603338,http://data.onb.ac.at/ABO/%2BZ206323001,Z206323001,"Spencer, Edmund ; http://d-nb.info/gnd/10241758X","Travels in Circassia, Krim Tartary, &c. ; including a steam voyage down the Danube, from Vienna to Constantinople and round the Black Sea, in 1836",,"Travels in Circassia, Krim Tartary, &c. ; including a steam voyage down the Danube, from Vienna to Constantinople and round the Black Sea, in 1836",2,,London,,,Colburn,,,1838,1838,"XIII, 425 S.",Ill.,,,,,,,,eng,,,,,,,,,,,,,,,Reise ; Schwarzmeer-Gebiet,TravelogueE19 Asien $ TravelogueE19 Orient,,179329-B.2 MAG,ZALT,
AC12310288,AC12310288,990047401960603338,http://data.onb.ac.at/ABO/%2BZ221010707,Z221010707,"Pashley, Robert",Travels in Crete,,Travels in Crete,1,,Cambridge,,,Parker,,,1837,1837,,,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 258",,,,eng,,,,,,,,,,,,,,,Kreta ; Reise,TravelogueE19 Orient,,178067-B.1 MAG,ZALT,
AC12310295,AC12310295,990047401990603338,http://data.onb.ac.at/ABO/%2BZ22101080X,Z22101080X,"Pashley, Robert",Travels in Crete,,Travels in Crete,2,,Cambridge,,,Parker,,,1837,1837,,,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 258",,,,eng,,,,,,,,,,,,,,,Kreta ; Reise,TravelogueE19 Orient,,178067-B.2 MAG,ZALT,
AC10443921,AC10443921,990036126680603338,http://data.onb.ac.at/ABO/%2BZ221013502,Z221013502,"Wilson, William Rae",,,Travels in Egypt and the Holy Land.,,,London,,,Longman,,,1823,1823,,,,,,,,,,eng,,,,,,,,,,,,,,,Ägypten ; Reise ; Palästina ; Reise,,,178114-B MAG,ZALT,
AC10071631,AC10071631,990032325550603338,http://data.onb.ac.at/ABO/%2BZ183929101,Z183929101,"Light, Henry ; http://d-nb.info/gnd/1038780195",,,"Travels in Egypt, Nubia, Holy Land, mount Libanon, and Cyprus, in the year 1814",,,London,,,Rodwell and Martin,,,1818,1818,,,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 0056",,,,eng,,,,,,,,,,,,,,,Orient ; Reise,TravelogueE19 Afrika Asien Europa $ TravelogueE19 Orient,,180754-C MAG,ZALT,
AC09914991,AC09914991,990030727120603338,http://data.onb.ac.at/ABO/%2BZ183918401,Z183918401,"Griffiths, John",,,"Travels in Europe, Asia Minor, and Arabia",,,Edinburgh,,,Cadell,,,1805,1805,,,,,,,,,,eng,,,,,,,,,,,,,,,Arabien ; Forschungsreise ; Forschungsreise ; Anatolien,,,180316-C MAG,ZALT,
AC11574582,AC11574582,990044950500603338,http://data.onb.ac.at/ABO/%2BZ183926100,Z183926100,"Porter, Robert Ker ; http://d-nb.info/gnd/119178672","Travels in Georgia, Persia, Armenia, ancient Babylonia, etc. etc. during the years 1817, 1818, 1819 and 1820",,"Travels in Georgia, Persia, Armenia, ancient Babylonia, etc. etc. during the years 1817, 1818, 1819 and 1820",1,,London,,,Longman,,,1821,1821,,,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 104",,,,eng,,,,,,,,,,,,,,,Orient ; Reise,TravelogueE19 Asien $ TravelogueE19 Orient,,180347-C.1 MAG,ZALT,
AC11574584,AC11574584,990044950520603338,http://data.onb.ac.at/ABO/%2BZ183926203,Z183926203,"Porter, Robert Ker ; http://d-nb.info/gnd/119178672","Travels in Georgia, Persia, Armenia, ancient Babylonia, etc. etc. during the years 1817, 1818, 1819 and 1820",,"Travels in Georgia, Persia, Armenia, ancient Babylonia, etc. etc. during the years 1817, 1818, 1819 and 1820",2,,London,,,Longman,,,1822,1822,,,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 104",,,,eng,,,,,,,,,,,,,,,Orient ; Reise,TravelogueE19 Asien $ TravelogueE19 Orient,,180347-C.2 MAG,ZALT,
AC16604984,AC16604984,9958935601003338,http://data.onb.ac.at/ABO/%2BZ16825320X,Z16825320X,"Williams, H. W.","Travels In Italy, Greece, And The Ionian Islands",,"Travels In Italy, Greece, And The Ionian Islands $ In A Series Of Letters, Descriptive Of Manners, Scenery, And The Fine Arts : With Engravings From Original Drawings : In Two Volumes $ By H.W. Williams, Esq.",Vol. I.,,Edinburgh.,London ; http://d-nb.info/gnd/4074335-4,,Printed For Archibald Constable And Co.,,,1820,1820,,,,,,,,,,eng,,,,,,,,,,,,Reisebericht,,,Griechenland ; Reise ; Italien ; Reise,,,32.K.11.(Vol.1) PRUNK,ZALT,
AC16604985,AC16604985,9958935600903338,http://data.onb.ac.at/ABO/%2BZ168253302,Z168253302,"Williams, H. W.","Travels In Italy, Greece, And The Ionian Islands",,"Travels In Italy, Greece, And The Ionian Islands $ In A Series Of Letters, Descriptive Of Manners, Scenery, And The Fine Arts : With Engravings From Original Drawings : In Two Volumes $ By H.W. Williams, Esq.",Vol. II.,,Edinburgh.,London ; http://d-nb.info/gnd/4074335-4,,Printed For Archibald Constable And Co.,,,1820,1820,,,,,,,,,,eng,,,,,,,,,,,,Reisebericht,,,Griechenland ; Reise ; Italien ; Reise,,,32.K.11.(Vol.2) PRUNK,ZALT,
AC16596470,AC16596470,9958933909703338,http://data.onb.ac.at/ABO/%2BZ155320304,Z155320304,"Fraser, James Baillie ; http://d-nb.info/gnd/118129074","Travels In Koordistan, Mesopotamia, &c.",,"Travels In Koordistan, Mesopotamia, &c. $ Including An Account Of Parts Of Those Countries Hitherto Unvisited By Europeans : With Sketches Of The Character And Manners Of The Koordish And Arab Tribes : In Two Volumes $ By J. Baillie Fraser Esq. : Author of ""The Kuzzilbash,"" ""A Winter's Journey To Persia,"" Etc.",Vol. I.,,London,London ; http://d-nb.info/gnd/4074335-4,London ; http://d-nb.info/gnd/4074335-4,"Richard Bentley, Publisher in Ordinary to Her Majesty","Bentley, Richard ; http://d-nb.info/gnd/116123516","Bentley, Samuel ; http://d-nb.info/gnd/1037510550",1840,1840,"viii Seiten, 382 Seiten, 1 ungezähltes Blatt Kupferstich",1 Kupferstich,,,8°,"Die Illustrationen sind: 1 Frontispiz (Kupferstich), von Coke Smtih Esq. nach der Skizze von J.B. Fraser gezeichnet, von E. Radclyffe graviert",,,,eng,,,,,,,,,"Radclyffe, E.",,,Reisebericht,,,Forschungsreise ; Kurdistan ; Forschungsreise ; Mesopotamien,,,18.E.10.(Vol.1) PRUNK,ZALT,
AC16596627,AC16596627,9958934412003338,http://data.onb.ac.at/ABO/%2BZ155320407,Z155320407,"Fraser, James Baillie ; http://d-nb.info/gnd/118129074","Travels In Koordistan, Mesopotamia, &c.",,"Travels In Koordistan, Mesopotamia, &c. $ Including An Account Of Parts Of Those Countries Hitherto Unvisited By Europeans : With Sketches Of The Character And Manners Of The Koordish And Arab Tribes : In Two Volumes $ By J. Baillie Fraser Esq. : Author of ""The Kuzzilbash,"" ""A Winter's Journey To Persia,"" Etc.",Vol. II.,,London,London ; http://d-nb.info/gnd/4074335-4,London ; http://d-nb.info/gnd/4074335-4,"Richard Bentley, Publisher in Ordinary to Her Majesty","Bentley, Richard ; http://d-nb.info/gnd/116123516","Bentley, Samuel ; http://d-nb.info/gnd/1037510550",1840,1840,"ix Seiten, 477 Seiten, 1 ungezählte Seite, 1 ungezähltes Blatt Kupferstich",1 Kupferstich,,,8°,"Die Illustrationen sind: 1 Frontispiz (Kupferstich), von J.B. Fraser gezeichnet, von E. Radclyffe graviert. Der Kupferstich wird von London, Richard Bentley 1840 veröffentlicht.",,,,eng,,,,,,,,,"Radclyffe, E.",,,Reisebericht,,,Forschungsreise ; Kurdistan ; Forschungsreise ; Mesopotamien,,,18.E.10.(Vol.2) PRUNK,ZALT,
AC03596920,AC03596920,9958935598303338,http://data.onb.ac.at/ABO/%2BZ176513709,Z176513709,"Spratt, Thomas A. B. ; http://d-nb.info/gnd/101348770","Travels in Lycia, Milyas and the Cibyratis",,"Travels in Lycia, Milyas and the Cibyratis $ in company with the late Rev. E. T. Daniell by T. A. B. Spratt and Edward Forbes",1,,London,,,van Voorst,,,1847,1847,"XXIV, 302 S.",Ill.,,,,,,,,eng,,,,"Forbes, Edward",,,,,,,,,,,Forschungsreise ; circa 1847 ; Lykien,,,35935-B.1 MAG,ZALT,
AC03596958,AC03596958,9958935598203338,http://data.onb.ac.at/ABO/%2BZ176513801,Z176513801,"Spratt, Thomas A. B. ; http://d-nb.info/gnd/101348770","Travels in Lycia, Milyas and the Cibyratis",,"Travels in Lycia, Milyas and the Cibyratis $ in company with the late Rev. E. T. Daniell by T. A. B. Spratt and Edward Forbes",2,,London,,,van Voorst,,,1847,1847,"VIII, 332 S.","Ill., graph. Darst.",,,,,,,,eng,,,,"Forbes, Edward",,,,,,,,,,,Forschungsreise ; circa 1847 ; Lykien,,,35935-B.2 MAG,ZALT,
AC09745177,AC09745177,990028988780603338,"http://data.onb.ac.at/ABO/%2BZ183932100;
http://data.onb.ac.at/ABO/%2BZ257389007","Z183932100;
Z257389007","Buckingham, James Silk ; http://d-nb.info/gnd/116828234",,,"Travels in Mesopotamia ; including a journey from Aleppo, across the Euphrates to Orfah, (the Ur of the Chaldees,) through the plains of the Turcomans, to Diabekr, in Asia Minor; from thence to Mardin, on the Borders of the great Desert, and by the Tigris to Mousul and Bagdad; with Researches on the Ruins of Babylon, Nineveh, Arbela, Ctesiphon, and Seleucia",,,London,,,Colburn,,,1827,1827,"XVI, 571 S.",Kt.,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 146",,,,eng,,,,,,,,,,,,,,,Forschungsreise ; Mesopotamien,TravelogueE19 Asien $ TravelogueE19 Orient,,180803-C MAG $ 502086-C MAG,ZALT $ ZKAR,
AC04984185,AC04984185,990046591920603338,http://data.onb.ac.at/ABO/%2BZ200565801,Z200565801,"Leake, William Martin ; http://d-nb.info/gnd/116848383",Travels in northern Greece,,Travels in northern Greece $ in four volumes $ by William Martin Leake,1 (1835),,London,,,Rodwell,,,1835,1835,"XII, 527 S.",,,,,,,,,eng,,,,,,,,,,,,,,,,,,BE.6.N.44.(Vol.1) PRUNK,ZALT,
AC04984193,AC04984193,990046591930603338,http://data.onb.ac.at/ABO/%2BZ20056500X,Z20056500X,"Leake, William Martin ; http://d-nb.info/gnd/116848383",Travels in northern Greece,,Travels in northern Greece $ in four volumes $ by William Martin Leake,2 (1835),,London,,,Rodwell,,,1835,1835,"VII, 643 S., XXIII [i.e. 24] teilw. gef. Bl.",,,,,,,,,eng,,,,,,,,,,,,,,,,,,BE.6.N.44.(Vol.2) PRUNK,ZALT,
AC04984198,AC04984198,990046591960603338,http://data.onb.ac.at/ABO/%2BZ200565102,Z200565102,"Leake, William Martin ; http://d-nb.info/gnd/116848383",Travels in northern Greece,,Travels in northern Greece $ in four volumes $ by William Martin Leake,3 (1835),,London,,,Rodwell,,,1835,1835,"VII, 578 S., [2] gef. Bl., Bl. XXIV - XXXII","Kt., Ill.",,,,,,,,eng,,,,,,,,,,,,,,,,,,BE.6.N.44.(Vol.3) PRUNK,ZALT,
AC04984200,AC04984200,990046591970603338,http://data.onb.ac.at/ABO/%2BZ200565205,Z200565205,"Leake, William Martin ; http://d-nb.info/gnd/116848383",Travels in northern Greece,,Travels in northern Greece $ in four volumes $ by William Martin Leake,4 (1835),,London,,,Rodwell,,,1835,1835,"VI, 588 S., [24] Bl., Bl. XXXV - XLIV","Kt., Ill.",,,,,,,,eng,,,,,,,,,,,,,,,,,,BE.6.N.44.(Vol.4) PRUNK,ZALT,
AC09745179,AC09745179,990028988800603338,http://data.onb.ac.at/ABO/%2BZ183919107,Z183919107,"Buckingham, James Silk ; http://d-nb.info/gnd/116828234",,,"Travels in Palestine, through the countries of Bashan and Gilead, East of the river Jordan: including a visit to the cities of Geraza and Gamala, in the Decapolis",,,London,,,Longman,,,1821,1821,,,,,,,,,,eng,,,,,,,,,,,,,,,Forschungsreise ; Palästina,,,180322-C MAG,ZALT,
AC11573172,AC11573172,990044921190603338,http://data.onb.ac.at/ABO/%2BZ183925004,Z183925004,"Hughes, Thomas Smart",Travels in Sicily Greece and Albania,,Travels in Sicily Greece and Albania,1,,London,,,Mawman,,,1820,1820,,,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 086",,,,eng,,,,,,,,,,,,,,,Reise ; um 1820 ; Südeuropa,TravelogueE19 Europa $ TravelogueE19 Orient,,180338-C.1 MAG,ZALT,
AC11573174,AC11573174,990044921210603338,http://data.onb.ac.at/ABO/%2BZ183925107,Z183925107,"Hughes, Thomas Smart",Travels in Sicily Greece and Albania,,Travels in Sicily Greece and Albania,2,,London,,,Mawman,,,1820,1820,,,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 086",,,,eng,,,,,,,,,,,,,,,Reise ; um 1820 ; Südeuropa,TravelogueE19 Europa $ TravelogueE19 Orient,,180338-C.2 MAG,ZALT,
AC08476187,AC08476187,990057710730603338,http://data.onb.ac.at/ABO/%2BZ257382207,Z257382207,"Burckhardt, Johann Ludwig ; http://d-nb.info/gnd/118702203",,,Travels in Syria and the Holy Land $ by John Lewis Burckhardt. Publ. by the Assoc. for Promoting the Discovery of the Interior Parts of Africa,,,London,,,Murray,,,1822,1822,"XXIII, 668 S.","Ill., Kt.",,,28 cm,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 107",,,,eng,,,,,,,,,,,,,,,Forschungsreise ; Palästina ; Forschungsreise ; Syrien,TravelogueE19 Asien $ TravelogueE19 Orient,,393724-C MAG,ZKAR,
AC09965473,AC09965473,990031242590603338,http://data.onb.ac.at/ABO/%2BZ18392520X,Z18392520X,"Holland, Henry",,,"Travels in the Ionian Isles, Albania, Thessaly, Macedonia etc. during the years 1812 and 1813",,,London,,,Longman,,,1815,1815,,,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 0037",,,,eng,,,,,,,,,,,,,,,Balkan ; Reise,TravelogueE19 Europa $ TravelogueE19 Orient,,180339-C MAG,ZALT,
AC07805387,AC07805387,990046967620603338,http://data.onb.ac.at/ABO/%2BZ205308405,Z205308405,"Leake, William Martin ; http://d-nb.info/gnd/116848383",Travels in the Morea,,Travels in the Morea $ in three volumes $ by William Martin Leake,1,,London,,,Murray,,,1830,1830,"XVII, 513 S.",Kt.,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 189",,,,eng,,,,,,,,,,,,,,,Peloponnes ; Reise,TravelogueE19 Asien $ TravelogueE19 Orient,,BE.7.J.39.(Vol.1) PRUNK,ZALT,
AC07805391,AC07805391,990046967630603338,http://data.onb.ac.at/ABO/%2BZ205308508,Z205308508,"Leake, William Martin ; http://d-nb.info/gnd/116848383",Travels in the Morea,,Travels in the Morea $ in three volumes $ by William Martin Leake,2,,London,,,Murray,,,1830,1830,"VIII, 534 S.",Kt.,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 189",,,,eng,,,,,,,,,,,,,,,Peloponnes ; Reise,TravelogueE19 Asien $ TravelogueE19 Orient,,BE.7.J.39.(Vol.2) PRUNK,ZALT,
AC07805394,AC07805394,990046967640603338,http://data.onb.ac.at/ABO/%2BZ205308600,Z205308600,"Leake, William Martin ; http://d-nb.info/gnd/116848383",Travels in the Morea,,Travels in the Morea $ in three volumes $ by William Martin Leake,3,,London,,,Murray,,,1830,1830,"VII, 476 S.",Kt.,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 189",,,,eng,,,,,,,,,,,,,,,Peloponnes ; Reise,TravelogueE19 Asien $ TravelogueE19 Orient,,BE.7.J.39.(Vol.3) PRUNK,ZALT,
AC12696785,AC12696785,990048372720603338,http://data.onb.ac.at/ABO/%2BZ221724005,Z221724005,"Elliott, Charles Boileau","Travels in the three great Empires of Austria, Russia and Turkey ; In two volumes [with plates and maps]",,"Travels in the three great Empires of Austria, Russia and Turkey ; In two volumes [with plates and maps]",1,,London,,,Richard Bentley,,,1838,1838,,,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 271",,,,eng,,,,,,,,,,,,,,,Österreich ; Reise ; Reise ; Russland ; Reise ; Türkei,TravelogueE19 Europa Asien $ TravelogueE19 Orient,,BE.11.H.58.(Vol.1) PRUNK,ZALT,
AC12696786,AC12696786,990048372730603338,http://data.onb.ac.at/ABO/%2BZ221724108,Z221724108,"Elliott, Charles Boileau","Travels in the three great Empires of Austria, Russia and Turkey ; In two volumes [with plates and maps]",,"Travels in the three great Empires of Austria, Russia and Turkey ; In two volumes [with plates and maps]",2,,London,,,Richard Bentley,,,1838,1838,,,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 271",,,,eng,,,,,,,,,,,,,,,Österreich ; Reise ; Reise ; Russland ; Reise ; Türkei,TravelogueE19 Asien $ TravelogueE19 Orient,,BE.11.H.58.(Vol.2) PRUNK,ZALT,
AC09647958,AC09647958,990027994040603338,http://data.onb.ac.at/ABO/%2BZ20340290X,Z20340290X,"Ainsworth, William-Francis",,,Travels in the track of the ten thousand Greeks; being a geographical and descriptive account of the expedition of Cyrus,,,London,,,W. Parker,,,1844,1844,,,,,,,,,,eng,,,,,,,,,,,,,,,Griechen ; Perser,,,27.G.12 PRUNK,ZALT,
AC10441500,AC10441500,990036102110603338,http://data.onb.ac.at/ABO/%2BZ206549106,Z206549106,"Wilbraham, Richard",,,"Travels in the Trans- Caucasian provinces of Russia, and along the southern shore of the lakes of Van and Urumiah, in the autumn and winter of 1837.",,,London,,,Murray,,,1839,1839,,,,,,,,,,eng,,,,,,,,,,,,,,,Reise ; Transkaukasien,,,415198-B MAG,ZALT,
AC12061864,AC12061864,990046356870603338,http://data.onb.ac.at/ABO/%2BZ197520503,Z197520503,"Spencer, Edmund ; http://d-nb.info/gnd/10241758X","Travels in the Western Caucasus, including a Tour through Imeritia, Mingrelia, Turkey, Moldavia, Galicia, Silesia and Moravia in 1836",,"Travels in the Western Caucasus, including a Tour through Imeritia, Mingrelia, Turkey, Moldavia, Galicia, Silesia and Moravia in 1836 $ By Edmund Spencer",1,,London,,,Colburn,,,1838,1838,"[3] Bl., XVI, 358 S., [1] Bl.",Ill. (Frontisp.),,,,[1] Bl. Verlagsanzeige am Ende,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 285",,,eng,,,,,,,,,,,,,,,Osteuropa ; Reise,TravelogueE19 Asien Europa $ TravelogueE19 Orient,,BE.6.G.40.(Vol.1) PRUNK,ZALT,
AC12061874,AC12061874,990046356890603338,http://data.onb.ac.at/ABO/%2BZ197520606,Z197520606,"Spencer, Edmund ; http://d-nb.info/gnd/10241758X","Travels in the Western Caucasus, including a Tour through Imeritia, Mingrelia, Turkey, Moldavia, Galicia, Silesia and Moravia in 1836",,"Travels in the Western Caucasus, including a Tour through Imeritia, Mingrelia, Turkey, Moldavia, Galicia, Silesia and Moravia in 1836 $ By Edmund Spencer",2,,London,,,Colburn,,,1838,1838,"[3] Bl., VII, 374 S., [1] Bl.",Frontisp.,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 286",[1] Bl. Verlagsanzeige am Ende,,,eng,,,,,,,,,,,,,,,Osteuropa ; Reise,TravelogueE19 Asien $ TravelogueE19 Orient,,BE.6.G.40.(Vol.2) PRUNK,ZALT,
